Year,Continent,TotalCases 
2021,Europe,159961
2021,Europe,160027
2021,Europe,160072
2021,Europe,160114
2021,Europe,160170
2021,Europe,160193
2021,Europe,160200
2021,Europe,160238
2021,Europe,160279
2021,Europe,160309
2021,Europe,160334
2021,Europe,160374
2021,Europe,160386
2021,Europe,160400
2021,Europe,160435
2021,Europe,160464
2021,Europe,160495
2021,Europe,160515
2021,Europe,160530
2021,Europe,160540
2021,Europe,160541
2021,Europe,160558
2021,Europe,160572
2021,Europe,160590
2021,Europe,160606
2021,Europe,160622
2021,Europe,160635
2021,Europe,160638
2021,Europe,160658
2021,Europe,160680
2021,Europe,160696
2021,Europe,160724
2021,Europe,160749
2021,Europe,160762
2021,Europe,160767
2021,Europe,160788
2021,Europe,160809
2021,Europe,160823
2021,Europe,160837
2021,Europe,160853
2021,Europe,160872
2021,Europe,160880
2021,Europe,160891
2021,Europe,160905
2021,Europe,160911
2021,Europe,160927
2021,Europe,160934
2021,Europe,160948
2021,Europe,160952
2021,Europe,160957
2021,Europe,160974
2021,Europe,160985
2021,Europe,160992
2021,Europe,160999
2021,Europe,161006
2021,Europe,161016
2021,Europe,161031
2021,Europe,161037
2021,Europe,161049
2021,Europe,161066
2021,Europe,161075
2021,Europe,161081
2021,Europe,161083
2021,Europe,161091
2021,Europe,161099
2021,Europe,161115
2021,Europe,161128
2021,Europe,161132
2021,Europe,161135
2021,Europe,161139
2021,Europe,161147
2021,Europe,161157
2021,Europe,161176
2021,Europe,161183
2021,Europe,161193
2021,Europe,161200
2021,Europe,161208
2021,Europe,161216
2021,Europe,161227
2021,Europe,161235
2021,Europe,161246
2021,Europe,161258
2021,Europe,161262
2021,Europe,161265
2021,Europe,161274
2021,Europe,161294
2021,Europe,161298
2021,Europe,161311
2021,Europe,161327
2021,Europe,161339
2021,Europe,161343
2021,Europe,161356
2021,Europe,161389
2021,Europe,161442
2021,Europe,161484
2022,Europe,161531
2022,Europe,161560
2022,Europe,161598
2022,Europe,161706
2022,Europe,161813
2022,Europe,161965
2022,Europe,162109
2022,Europe,162373
2022,Europe,162677
2022,Europe,162913
2022,Europe,163269
2022,Europe,163693
2022,Europe,164120
2022,Europe,164705
2022,Europe,165363
2022,Europe,166134
2022,Europe,166862
2022,Europe,167582
2022,Europe,169632
2022,Europe,172340
2022,Europe,175283
2022,Europe,178489
2022,Europe,181446
2022,Europe,183689
2022,Europe,186396
2022,Europe,190793
2022,Europe,194710
2022,Europe,198327
2022,Europe,201955
2022,Europe,204345
2022,Europe,205938
2022,Europe,207971
2022,Europe,210561
2022,Europe,212671
2022,Europe,214524
2022,Europe,216245
2022,Europe,217528
2022,Europe,218282
2022,Europe,219069
2022,Europe,220209
2022,Europe,220926
2022,Europe,221696
2022,Europe,222339
2022,Europe,222941
2022,Europe,223188
2022,Europe,223561
2022,Europe,224069
2022,Europe,224480
2022,Europe,224716
2022,Europe,224965
2022,Europe,225148
2022,Europe,225249
2022,Europe,225407
2022,Europe,225664
2022,Europe,225853
2022,Europe,225993
2022,Europe,226112
2022,Europe,226193
2022,Europe,226248
2022,Europe,226309
2022,Europe,226392
2022,Europe,226461
2022,Europe,226513
2022,Europe,226579
2022,Europe,226625
2022,Europe,226648
2022,Europe,226680
2022,Europe,226729
2022,Europe,226766
2022,Europe,226813
2022,Europe,226845
2020,Asia,1
2020,Asia,11
2020,Asia,26
2020,Asia,43
2020,Asia,45
2020,Asia,45
2020,Asia,45
2020,Asia,56
2020,Asia,56
2020,Asia,56
2020,Asia,58
2020,Asia,58
2020,Asia,61
2020,Asia,64
2020,Asia,64
2020,Asia,69
2020,Asia,72
2020,Asia,80
2020,Asia,80
2020,Asia,104
2020,Asia,112
2020,Asia,123
2020,Asia,130
2020,Asia,142
2020,Asia,148
2020,Asia,159
2020,Asia,176
2020,Asia,188
2020,Asia,189
2020,Asia,191
2020,Asia,195
2020,Asia,208
2020,Asia,225
2020,Asia,235
2020,Asia,255
2020,Asia,266
2020,Asia,289
2020,Asia,317
2020,Asia,342
2020,Asia,417
2020,Asia,479
2020,Asia,556
2020,Asia,665
2020,Asia,743
2020,Asia,855
2020,Asia,910
2020,Asia,993
2020,Asia,1154
2020,Asia,1234
2020,Asia,1300
2020,Asia,1355
2020,Asia,1405
2020,Asia,1524
2020,Asia,1658
2020,Asia,1751
2020,Asia,1915
2020,Asia,1995
2020,Asia,2080
2020,Asia,2248
2020,Asia,2399
2020,Asia,2614
2020,Asia,2892
2020,Asia,3075
2020,Asia,3288
2020,Asia,3440
2020,Asia,3740
2020,Asia,4024
2020,Asia,4377
2020,Asia,4619
2020,Asia,4983
2020,Asia,5278
2020,Asia,5804
2020,Asia,6289
2020,Asia,6567
2020,Asia,7208
2020,Asia,7623
2020,Asia,8688
2020,Asia,9286
2020,Asia,10277
2020,Asia,11028
2020,Asia,11975
2020,Asia,12860
2020,Asia,13802
2020,Asia,14850
2020,Asia,15691
2020,Asia,16764
2020,Asia,17568
2020,Asia,18609
2020,Asia,19564
2020,Asia,20464
2020,Asia,21302
2020,Asia,21967
2020,Asia,22575
2020,Asia,23267
2020,Asia,24112
2020,Asia,25184
2020,Asia,26192
2020,Asia,27043
2020,Asia,27762
2020,Asia,28649
2020,Asia,29359
2020,Asia,29921
2020,Asia,30644
2020,Asia,31131
2020,Asia,31848
2020,Asia,32510
2020,Asia,33140
2020,Asia,33823
2020,Asia,34432
2020,Asia,34952
2020,Asia,35466
2020,Asia,35920
2020,Asia,36431
2020,Asia,36958
2020,Asia,37533
2020,Asia,38074
2020,Asia,38678
2020,Asia,39145
2020,Asia,39650
2020,Asia,40291
2020,Asia,41033
2020,Asia,41879
2020,Asia,42788
2020,Asia,43703
2020,Asia,44391
2020,Asia,44942
2020,Asia,45524
2020,Asia,46195
2020,Asia,46940
2020,Asia,47859
2020,Asia,48672
2020,Asia,49303
2020,Asia,49941
2020,Asia,50644
2020,Asia,51245
2020,Asia,52007
2020,Asia,52840
2020,Asia,53580
2020,Asia,54058
2020,Asia,54894
2020,Asia,55508
2020,Asia,56174
2020,Asia,56877
2020,Asia,57668
2020,Asia,58221
2020,Asia,58904
2020,Asia,59204
2020,Asia,59763
2020,Asia,60434
2020,Asia,61185
2020,Asia,61872
2020,Asia,62625
2020,Asia,63309
2020,Asia,63773
2020,Asia,64379
2020,Asia,65149
2020,Asia,65903
2020,Asia,66529
2020,Asia,66957
2020,Asia,67448
2020,Asia,67911
2020,Asia,68299
2020,Asia,68774
2020,Asia,69425
2020,Asia,70045
2020,Asia,70727
2020,Asia,71199
2020,Asia,71713
2020,Asia,72400
2020,Asia,73068
2020,Asia,73785
2020,Asia,74486
2020,Asia,75185
2020,Asia,75697
2020,Asia,76205
2020,Asia,76827
2020,Asia,77470
2020,Asia,78145
2020,Asia,78767
2020,Asia,79269
2020,Asia,79957
2020,Asia,80528
2020,Asia,80960
2020,Asia,81573
2020,Asia,82271
2020,Asia,82945
2020,Asia,83578
2020,Asia,84224
2020,Asia,84636
2020,Asia,85109
2020,Asia,85811
2020,Asia,86478
2020,Asia,87378
2020,Asia,88243
2020,Asia,88963
2020,Asia,89582
2020,Asia,90387
2020,Asia,91244
2020,Asia,92082
2020,Asia,92822
2020,Asia,93475
2020,Asia,94211
2020,Asia,94764
2020,Asia,95472
2020,Asia,96301
2020,Asia,96999
2020,Asia,97824
2020,Asia,98528
2020,Asia,99049
2020,Asia,99434
2020,Asia,99964
2020,Asia,100683
2020,Asia,101299
2020,Asia,101851
2020,Asia,102441
2020,Asia,103199
2020,Asia,103544
2020,Asia,103981
2020,Asia,104568
2020,Asia,105182
2020,Asia,105676
2020,Asia,106087
2020,Asia,106458
2020,Asia,107025
2020,Asia,107592
2020,Asia,108268
2020,Asia,108743
2020,Asia,109441
2020,Asia,110076
2020,Asia,110568
2020,Asia,111116
2020,Asia,111893
2020,Asia,112737
2020,Asia,113269
2020,Asia,114015
2020,Asia,114744
2020,Asia,115483
2020,Asia,116146
2020,Asia,116832
2020,Asia,117718
2020,Asia,118531
2020,Asia,119420
2020,Asia,120232
2020,Asia,120927
2020,Asia,121635
2020,Asia,122317
2020,Asia,123092
2020,Asia,123906
2020,Asia,124666
2020,Asia,125337
2020,Asia,125926
2020,Asia,126534
2020,Asia,127293
2020,Asia,128080
2020,Asia,128843
2020,Asia,129638
2020,Asia,130463
2020,Asia,131205
2020,Asia,131743
2020,Asia,132478
2020,Asia,133381
2020,Asia,134159
2020,Asia,134932
2020,Asia,135650
2020,Asia,136341
2020,Asia,136840
2020,Asia,137329
2020,Asia,137885
2020,Asia,138337
2020,Asia,138822
2020,Asia,139308
2020,Asia,139734
2020,Asia,140056
2020,Asia,140393
2020,Asia,140795
2020,Asia,141217
2020,Asia,141547
2020,Asia,141876
2020,Asia,142195
2020,Asia,142426
2020,Asia,142635
2020,Asia,142992
2020,Asia,143260
2020,Asia,143574
2020,Asia,143917
2020,Asia,144164
2020,Asia,144369
2020,Asia,144599
2020,Asia,144900
2020,Asia,145204
2020,Asia,145495
2020,Asia,145789
2020,Asia,146044
2020,Asia,146218
2020,Asia,146449
2020,Asia,146710
2020,Asia,146971
2020,Asia,147192
2020,Asia,147531
2020,Asia,147775
2020,Asia,147979
2020,Asia,148209
2020,Asia,148507
2020,Asia,148773
2020,Asia,149017
2020,Asia,149277
2020,Asia,149449
2020,Asia,149653
2020,Asia,149857
2020,Asia,150093
2020,Asia,150298
2020,Asia,150584
2021,Asia,150869
2021,Asia,151074
2021,Asia,151343
2021,Asia,151715
2021,Asia,152027
2021,Asia,152438
2021,Asia,152978
2021,Asia,153473
2021,Asia,153900
2021,Asia,154314
2021,Asia,154841
2021,Asia,155335
2021,Asia,155874
2021,Asia,156434
2021,Asia,156964
2021,Asia,157399
2021,Asia,157777
2021,Asia,158244
2021,Asia,158822
2021,Asia,159264
2021,Asia,159834
2021,Asia,160367
2021,Asia,160901
2021,Asia,161285
2021,Asia,161777
2021,Asia,162282
2021,Asia,162862
2021,Asia,163450
2021,Asia,164108
2021,Asia,164622
2021,Asia,165257
2021,Asia,165843
2021,Asia,166654
2021,Asia,167410
2021,Asia,168250
2021,Asia,169190
2021,Asia,170036
2021,Asia,170998
2021,Asia,171994
2021,Asia,172996
2021,Asia,173983
2021,Asia,175031
2021,Asia,176052
2021,Asia,176903
2021,Asia,177701
2021,Asia,178524
2021,Asia,179488
2021,Asia,180505
2021,Asia,181484
2021,Asia,182460
2021,Asia,183322
2021,Asia,184090
2021,Asia,184989
2021,Asia,186004
2021,Asia,187005
2021,Asia,188024
2021,Asia,189046
2021,Asia,189890
2021,Asia,190852
2021,Asia,192031
2021,Asia,193372
2021,Asia,194781
2021,Asia,196497
2021,Asia,198110
2021,Asia,199428
2021,Asia,200572
2021,Asia,201898
2021,Asia,203055
2021,Asia,204388
2021,Asia,205893
2021,Asia,207249
2021,Asia,208460
2021,Asia,209523
2021,Asia,210855
2021,Asia,212169
2021,Asia,213673
2021,Asia,215067
2021,Asia,216586
2021,Asia,217933
2021,Asia,219125
2021,Asia,220455
2021,Asia,221743
2021,Asia,223042
2021,Asia,224432
2021,Asia,225980
2021,Asia,227178
2021,Asia,228299
2021,Asia,229550
2021,Asia,230821
2021,Asia,232103
2021,Asia,233521
2021,Asia,234754
2021,Asia,235989
2021,Asia,237192
2021,Asia,238549
2021,Asia,239952
2021,Asia,241469
2021,Asia,242848
2021,Asia,244325
2021,Asia,245704
2021,Asia,247094
2021,Asia,248729
2021,Asia,250273
2021,Asia,251675
2021,Asia,253066
2021,Asia,254472
2021,Asia,255860
2021,Asia,256987
2021,Asia,258497
2021,Asia,259868
2021,Asia,261307
2021,Asia,262766
2021,Asia,264198
2021,Asia,265404
2021,Asia,266949
2021,Asia,268235
2021,Asia,269681
2021,Asia,271145
2021,Asia,272562
2021,Asia,273991
2021,Asia,275270
2021,Asia,276586
2021,Asia,277832
2021,Asia,279085
2021,Asia,280536
2021,Asia,281772
2021,Asia,282981
2021,Asia,284076
2021,Asia,285068
2021,Asia,286046
2021,Asia,287199
2021,Asia,288184
2021,Asia,289243
2021,Asia,290006
2021,Asia,290801
2021,Asia,291629
2021,Asia,292490
2021,Asia,293574
2021,Asia,294693
2021,Asia,295861
2021,Asia,297206
2021,Asia,298223
2021,Asia,299215
2021,Asia,300455
2021,Asia,301863
2021,Asia,303039
2021,Asia,304199
2021,Asia,305583
2021,Asia,306717
2021,Asia,307812
2021,Asia,309222
2021,Asia,310501
2021,Asia,311846
2021,Asia,313289
2021,Asia,314569
2021,Asia,315900
2021,Asia,317197
2021,Asia,318676
2021,Asia,320257
2021,Asia,321648
2021,Asia,323357
2021,Asia,325014
2021,Asia,326451
2021,Asia,327963
2021,Asia,329526
2021,Asia,331013
2021,Asia,332570
2021,Asia,334216
2021,Asia,335874
2021,Asia,337371
2021,Asia,339032
2021,Asia,340967
2021,Asia,342929
2021,Asia,344799
2021,Asia,346560
2021,Asia,348262
2021,Asia,349923
2021,Asia,351481
2021,Asia,353133
2021,Asia,354851
2021,Asia,356687
2021,Asia,358511
2021,Asia,360406
2021,Asia,362018
2021,Asia,363672
2021,Asia,365649
2021,Asia,367642
2021,Asia,369227
2021,Asia,370932
2021,Asia,372549
2021,Asia,374104
2021,Asia,375594
2021,Asia,377364
2021,Asia,379076
2021,Asia,380699
2021,Asia,382084
2021,Asia,383347
2021,Asia,384573
2021,Asia,385762
2021,Asia,386869
2021,Asia,387912
2021,Asia,388881
2021,Asia,389868
2021,Asia,390794
2021,Asia,391781
2021,Asia,392617
2021,Asia,393605
2021,Asia,394538
2021,Asia,395479
2021,Asia,396332
2021,Asia,397098
2021,Asia,397831
2021,Asia,398538
2021,Asia,399343
2021,Asia,400128
2021,Asia,400979
2021,Asia,401697
2021,Asia,402293
2021,Asia,402794
2021,Asia,403349
2021,Asia,403868
2021,Asia,404463
2021,Asia,404887
2021,Asia,405442
2021,Asia,405859
2021,Asia,406234
2021,Asia,406540
2021,Asia,406883
2021,Asia,407139
2021,Asia,407376
2021,Asia,407652
2021,Asia,407878
2021,Asia,408078
2021,Asia,408245
2021,Asia,408434
2021,Asia,408600
2021,Asia,408797
2021,Asia,409009
2021,Asia,409177
2021,Asia,409363
2021,Asia,409552
2021,Asia,409736
2021,Asia,409860
2021,Asia,409961
2021,Asia,410072
2021,Asia,410167
2021,Asia,410270
2021,Asia,410342
2021,Asia,410413
2021,Asia,410496
2021,Asia,410562
2021,Asia,410631
2021,Asia,410693
2021,Asia,410734
2021,Asia,410784
2021,Asia,410842
2021,Asia,410901
2021,Asia,410960
2021,Asia,411018
2021,Asia,411081
2021,Asia,411124
2021,Asia,411180
2021,Asia,411233
2021,Asia,411278
2021,Asia,411316
2021,Asia,411358
2021,Asia,411406
2021,Asia,411447
2021,Asia,411484
2021,Asia,411533
2021,Asia,411572
2021,Asia,411605
2021,Asia,411655
2021,Asia,411690
2021,Asia,411731
2021,Asia,411803
2021,Asia,411855
2021,Asia,411904
2021,Asia,411935
2021,Asia,411981
2021,Asia,412016
2021,Asia,412048
2021,Asia,412079
2021,Asia,412121
2021,Asia,412158
2021,Asia,412196
2021,Asia,412228
2021,Asia,412258
2021,Asia,412297
2021,Asia,412332
2021,Asia,412371
2021,Asia,412403
2021,Asia,412424
2021,Asia,412449
2021,Asia,412481
2021,Asia,412506
2021,Asia,412527
2021,Asia,412557
2021,Asia,412578
2021,Asia,412594
2021,Asia,412619
2021,Asia,412641
2021,Asia,412653
2021,Asia,412678
2021,Asia,412708
2021,Asia,412731
2021,Asia,412752
2021,Asia,412768
2021,Asia,412793
2021,Asia,412821
2021,Asia,412844
2021,Asia,412869
2021,Asia,412893
2021,Asia,412916
2021,Asia,412936
2021,Asia,412960
2021,Asia,412982
2021,Asia,413008
2021,Asia,413034
2021,Asia,413050
2021,Asia,413068
2021,Asia,413090
2021,Asia,413106
2021,Asia,413120
2021,Asia,413137
2021,Asia,413165
2021,Asia,413177
2021,Asia,413198
2021,Asia,413224
2021,Asia,413245
2021,Asia,413266
2021,Asia,413266
2021,Asia,413327
2021,Asia,413362
2021,Asia,413383
2021,Asia,413419
2021,Asia,413441
2021,Asia,413464
2021,Asia,413491
2021,Asia,413524
2021,Asia,413555
2021,Asia,413588
2021,Asia,413608
2021,Asia,413637
2021,Asia,413672
2021,Asia,413711
2021,Asia,413711
2021,Asia,413790
2021,Asia,413847
2021,Asia,413891
2021,Asia,413972
2021,Asia,414023
2021,Asia,414098
2021,Asia,414178
2021,Asia,414270
2021,Asia,414413
2021,Asia,414591
2021,Asia,414761
2021,Asia,414911
2021,Asia,415151
2021,Asia,415349
2021,Asia,415678
2021,Asia,416077
2021,Asia,416631
2021,Asia,417135
2022,Asia,417723
2022,Asia,418332
2022,Asia,419314
2022,Asia,420796
2022,Asia,423042
2022,Asia,425455
2022,Asia,428100
2022,Asia,430920
2022,Asia,433919
2022,Asia,437602
2022,Asia,441999
2022,Asia,446547
2022,Asia,451430
2022,Asia,456311
2022,Asia,460828
2022,Asia,465331
2022,Asia,470478
2022,Asia,475303
2022,Asia,479640
2022,Asia,484150
2022,Asia,488959
2022,Asia,493107
2022,Asia,497454
2022,Asia,502630
2022,Asia,508372
2022,Asia,514826
2022,Asia,521341
2022,Asia,528254
2022,Asia,534062
2022,Asia,539654
2022,Asia,545717
2022,Asia,552153
2022,Asia,558745
2022,Asia,564735
2022,Asia,570142
2022,Asia,574587
2022,Asia,578819
2022,Asia,583113
2022,Asia,587102
2022,Asia,590565
2022,Asia,593889
2022,Asia,596785
2022,Asia,599039
2022,Asia,601307
2022,Asia,603869
2022,Asia,606035
2022,Asia,607952
2022,Asia,609453
2022,Asia,610801
2022,Asia,611820
2022,Asia,613015
2022,Asia,614344
2022,Asia,615397
2022,Asia,616409
2022,Asia,617275
2022,Asia,618121
2022,Asia,618703
2022,Asia,619310
2022,Asia,619894
2022,Asia,620452
2022,Asia,620980
2022,Asia,621466
2022,Asia,621965
2022,Asia,622489
2022,Asia,623159
2022,Asia,623769
2022,Asia,624205
2022,Asia,624573
2022,Asia,624922
2022,Asia,625202
2022,Asia,625461
2020,Asia,3
2020,Asia,3
2020,Asia,6
2020,Asia,14
2020,Asia,14
2020,Asia,16
2020,Asia,42
2020,Asia,44
2020,Asia,44
2020,Asia,58
2020,Asia,58
2020,Asia,84
2020,Asia,94
2020,Asia,107
2020,Asia,111
2020,Asia,116
2020,Asia,130
2020,Asia,144
2020,Asia,147
2020,Asia,216
2020,Asia,228
2020,Asia,270
2020,Asia,280
2020,Asia,298
2020,Asia,339
2020,Asia,377
2020,Asia,419
2020,Asia,430
2020,Asia,449
2020,Asia,466
2020,Asia,489
2020,Asia,506
2020,Asia,554
2020,Asia,568
2020,Asia,590
2020,Asia,612
2020,Asia,631
2020,Asia,665
2020,Asia,665
2020,Asia,682
2020,Asia,695
2020,Asia,708
2020,Asia,729
2020,Asia,746
2020,Asia,756
2020,Asia,769
2020,Asia,795
2020,Asia,830
2020,Asia,843
2020,Asia,871
2020,Asia,895
2020,Asia,906
2020,Asia,931
2020,Asia,1002
2020,Asia,1016
2020,Asia,1037
2020,Asia,1044
2020,Asia,1082
2020,Asia,1111
2020,Asia,1117
2020,Asia,1138
2020,Asia,1216
2020,Asia,1243
2020,Asia,1270
2020,Asia,1313
2020,Asia,1350
2020,Asia,1365
2020,Asia,1403
2020,Asia,1433
2020,Asia,1468
2020,Asia,1520
2020,Asia,1594
2020,Asia,1662
2020,Asia,1722
2020,Asia,1748
2020,Asia,1817
2020,Asia,1845
2020,Asia,1871
2020,Asia,1899
2020,Asia,1936
2020,Asia,1974
2020,Asia,2007
2020,Asia,2032
2020,Asia,2055
2020,Asia,2093
2020,Asia,2166
2020,Asia,2166
2020,Asia,2207
2020,Asia,2285
2020,Asia,2472
2020,Asia,2562
2020,Asia,2657
2020,Asia,2657
2020,Asia,2789
2020,Asia,2981
2020,Asia,3356
2020,Asia,3356
2020,Asia,3726
2020,Asia,3954
2020,Asia,4204
2020,Asia,4446
2020,Asia,4513
2020,Asia,5017
2020,Asia,5296
2020,Asia,5506
2020,Asia,6261
2020,Asia,6767
2020,Asia,6878
2020,Asia,7094
2020,Asia,7377
2020,Asia,8141
2020,Asia,8279
2020,Asia,8847
2020,Asia,9358
2020,Asia,9910
2020,Asia,10410
2020,Asia,11117
2020,Asia,11444
2020,Asia,11444
2020,Asia,12282
2020,Asia,12498
2020,Asia,13101
2020,Asia,24606
2020,Asia,27143
2020,Asia,27143
2020,Asia,28251
2020,Asia,28980
2020,Asia,31247
2020,Asia,31247
2020,Asia,32124
2020,Asia,32813
2020,Asia,33296
2020,Asia,33844
2020,Asia,34592
2020,Asia,35223
2020,Asia,35805
2020,Asia,36299
2020,Asia,36719
2020,Asia,37129
2020,Asia,37541
2020,Asia,38110
2020,Asia,38659
2020,Asia,39162
2020,Asia,39571
2020,Asia,39919
2020,Asia,40085
2020,Asia,40455
2020,Asia,40759
2020,Asia,41069
2020,Asia,41373
2020,Asia,41645
2020,Asia,41856
2020,Asia,41991
2020,Asia,42146
2020,Asia,42325
2020,Asia,42507
2020,Asia,42703
2020,Asia,42889
2020,Asia,43023
2020,Asia,43126
2020,Asia,43245
2020,Asia,43358
2020,Asia,43459
2020,Asia,43587
2020,Asia,43712
2020,Asia,43820
2020,Asia,43898
2020,Asia,43958
2020,Asia,44036
2020,Asia,44135
2020,Asia,44199
2020,Asia,44293
2020,Asia,44403
2020,Asia,44458
2020,Asia,44487
2020,Asia,44613
2020,Asia,44684
2020,Asia,44761
2020,Asia,44828
2020,Asia,44881
2020,Asia,44928
2020,Asia,44999
2020,Asia,45072
2020,Asia,45153
2020,Asia,45244
2020,Asia,45335
2020,Asia,45335
2020,Asia,45471
2020,Asia,45542
2020,Asia,45630
2020,Asia,45757
2020,Asia,45932
2020,Asia,46090
2020,Asia,46251
2020,Asia,46355
2020,Asia,46522
2020,Asia,46669
2020,Asia,46841
2020,Asia,47056
2020,Asia,47184
2020,Asia,47428
2020,Asia,47635
2020,Asia,47799
2020,Asia,48097
2020,Asia,48342
2020,Asia,48617
2020,Asia,48924
2020,Asia,49230
2020,Asia,49528
2020,Asia,49871
2020,Asia,50201
2020,Asia,50589
2020,Asia,51020
2020,Asia,51490
2020,Asia,52044
2020,Asia,52526
2020,Asia,52910
2020,Asia,53459
2020,Asia,54006
2020,Asia,54588
2020,Asia,55144
2020,Asia,55750
2020,Asia,56170
2020,Asia,56738
2020,Asia,57276
2020,Asia,57798
2020,Asia,58394
2020,Asia,58878
2020,Asia,58878
2020,Asia,59879
2020,Asia,60774
2020,Asia,61309
2020,Asia,61309
2020,Asia,61748
2020,Asia,62304
2020,Asia,62819
2020,Asia,63390
2020,Asia,64360
2020,Asia,64360
2020,Asia,64887
2020,Asia,65454
2020,Asia,65953
2020,Asia,66983
2020,Asia,66983
2020,Asia,67469
2020,Asia,67894
2020,Asia,68316
2020,Asia,68702
2020,Asia,69149
2020,Asia,69581
2020,Asia,69885
2020,Asia,70366
2020,Asia,71171
2020,Asia,71548
2020,Asia,71548
2020,Asia,71971
2020,Asia,72807
2020,Asia,73178
2020,Asia,73178
2020,Asia,73513
2020,Asia,73933
2020,Asia,74373
2020,Asia,74774
2020,Asia,75395
2020,Asia,75395
2020,Asia,75690
2020,Asia,76012
2020,Asia,76391
2020,Asia,77059
2020,Asia,77059
2020,Asia,77356
2020,Asia,77674
2020,Asia,78151
2020,Asia,78151
2020,Asia,78415
2020,Asia,78679
2020,Asia,78911
2020,Asia,79254
2020,Asia,79254
2020,Asia,79429
2020,Asia,79659
2020,Asia,79845
2020,Asia,80025
2020,Asia,80182
2020,Asia,80373
2020,Asia,80535
2020,Asia,80654
2020,Asia,80843
2020,Asia,81034
2021,Asia,81156
2021,Asia,81214
2021,Asia,81388
2021,Asia,81388
2021,Asia,81512
2021,Asia,81656
2021,Asia,81826
2021,Asia,81991
2021,Asia,82138
2021,Asia,82273
2021,Asia,82380
2021,Asia,82587
2021,Asia,82587
2021,Asia,82723
2021,Asia,82986
2021,Asia,83109
2021,Asia,83178
2021,Asia,83178
2021,Asia,83430
2021,Asia,83430
2021,Asia,83585
2021,Asia,83796
2021,Asia,83796
2021,Asia,83900
2021,Asia,84068
2021,Asia,84175
2021,Asia,84303
2021,Asia,84303
2021,Asia,84377
2021,Asia,84529
2021,Asia,84588
2021,Asia,84588
2021,Asia,84646
2021,Asia,84832
2021,Asia,84920
2021,Asia,84920
2021,Asia,84992
2021,Asia,85071
2021,Asia,85113
2021,Asia,85171
2021,Asia,85253
2021,Asia,85328
2021,Asia,85398
2021,Asia,85441
2021,Asia,85475
2021,Asia,85516
2021,Asia,85564
2021,Asia,85689
2021,Asia,85689
2021,Asia,85831
2021,Asia,85831
2021,Asia,85929
2021,Asia,85929
2021,Asia,86001
2021,Asia,86025
2021,Asia,86091
2021,Asia,86142
2021,Asia,86185
2021,Asia,86251
2021,Asia,86308
2021,Asia,86356
2021,Asia,86410
2021,Asia,86410
2021,Asia,86451
2021,Asia,86506
2021,Asia,86550
2021,Asia,86583
2021,Asia,86640
2021,Asia,86640
2021,Asia,86755
2021,Asia,86818
2021,Asia,86818
2021,Asia,86850
2021,Asia,86917
2021,Asia,87045
2021,Asia,87143
2021,Asia,87143
2021,Asia,87239
2021,Asia,87389
2021,Asia,87389
2021,Asia,87462
2021,Asia,87652
2021,Asia,87758
2021,Asia,87758
2021,Asia,87858
2021,Asia,87946
2021,Asia,88092
2021,Asia,88163
2021,Asia,88276
2021,Asia,88538
2021,Asia,88538
2021,Asia,88700
2021,Asia,88842
2021,Asia,89014
2021,Asia,89153
2021,Asia,89277
2021,Asia,89438
2021,Asia,89660
2021,Asia,89811
2021,Asia,90019
2021,Asia,90227
2021,Asia,90372
2021,Asia,90599
2021,Asia,90839
2021,Asia,91144
2021,Asia,91374
2021,Asia,91639
2021,Asia,91883
2021,Asia,92095
2021,Asia,92320
2021,Asia,92626
2021,Asia,93006
2021,Asia,93278
2021,Asia,93603
2021,Asia,93831
2021,Asia,94030
2021,Asia,94277
2021,Asia,94599
2021,Asia,94944
2021,Asia,95275
2021,Asia,95752
2021,Asia,96060
2021,Asia,96337
2021,Asia,96561
2021,Asia,96958
2021,Asia,97278
2021,Asia,97663
2021,Asia,98079
2021,Asia,98400
2021,Asia,98654
2021,Asia,99033
2021,Asia,99316
2021,Asia,99645
2021,Asia,99845
2021,Asia,100249
2021,Asia,100473
2021,Asia,100732
2021,Asia,100966
2021,Asia,101219
2021,Asia,101580
2021,Asia,101878
2021,Asia,102186
2021,Asia,102511
2021,Asia,102702
2021,Asia,103000
2021,Asia,103207
2021,Asia,103583
2021,Asia,103866
2021,Asia,104222
2021,Asia,104555
2021,Asia,104729
2021,Asia,105111
2021,Asia,105469
2021,Asia,105840
2021,Asia,106223
2021,Asia,106636
2021,Asia,106973
2021,Asia,107335
2021,Asia,107714
2021,Asia,108173
2021,Asia,108667
2021,Asia,109193
2021,Asia,109812
2021,Asia,110370
2021,Asia,110829
2021,Asia,111343
2021,Asia,111990
2021,Asia,112777
2021,Asia,113430
2021,Asia,114300
2021,Asia,115030
2021,Asia,115615
2021,Asia,116546
2021,Asia,117284
2021,Asia,118106
2021,Asia,118981
2021,Asia,119873
2021,Asia,120865
2021,Asia,121946
2021,Asia,123038
2021,Asia,125003
2021,Asia,126395
2021,Asia,127880
2021,Asia,129232
2021,Asia,130633
2021,Asia,132070
2021,Asia,133303
2021,Asia,134501
2021,Asia,135739
2021,Asia,137058
2021,Asia,138353
2021,Asia,139648
2021,Asia,140978
2021,Asia,142270
2021,Asia,143668
2021,Asia,144958
2021,Asia,146292
2021,Asia,147656
2021,Asia,149029
2021,Asia,150316
2021,Asia,151607
2021,Asia,152709
2021,Asia,153878
2021,Asia,155005
2021,Asia,156152
